scheme_name,amc,scheme_type,scheme_sub_type,trail_brokerage_incl_gst,amc_normalised
Quant Liquid Fund,Quant Mutual Fund,DEBT,Liquid Fund,0.18,Quant Mutual Fund
Quant Manufacturing Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.71,Quant Mutual Fund
Quant Mid Cap Fund,Quant Mutual Fund,EQUITY,Mid Cap Fund,0.44,Quant Mutual Fund
Quant Momentum Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.58,Quant Mutual Fund
Quant Multi Asset Allocation Fund,Quant Mutual Fund,HYBRID,Multi Asset Allocation,0.58,Quant Mutual Fund
Quant Multi Cap Fund,Quant Mutual Fund,EQUITY,Multi Cap Fund,0.44,Quant Mutual Fund
Quant Overnight Fund,Quant Mutual Fund,DEBT,Overnight Fund,0.04,Quant Mutual Fund
Quant PSU Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.71,Quant Mutual Fund
Quant Quantamental Fund,Quant Mutual Fund,EQUITY,Thematic Fund,0.58,Quant Mutual Fund
Quant Small Cap Fund,Quant Mutual Fund,EQUITY,Small Cap Fund,0.44,Quant Mutual Fund
Quant Teck Fund,Quant Mutual Fund,EQUITY,Sectoral Fund,0.99,Quant Mutual Fund
Quant Value Fund,Quant Mutual Fund,EQUITY,Value Fund,0.71,Quant Mutual Fund
Quantum Diversified Equity All Cap Active FOF,Quantum Mutual Fund,EQUITY,FOF Domestic Equity,0.14,Quantum Mutual Fund
Quantum Dynamic Bond Fund,Quantum Mutual Fund,DEBT,Dynamic Bond Fund,0.25,Quantum Mutual Fund
Quantum ELSS Tax Saver Fund,Quantum Mutual Fund,EQUITY,ELSS,0.92,Quantum Mutual Fund
Quantum ESG Best In Class Strategy Fund,Quantum Mutual Fund,EQUITY,Thematic Fund,0.92,Quantum Mutual Fund
Quantum Ethical Fund,Quantum Mutual Fund,EQUITY,Thematic Fund,0.92,Quantum Mutual Fund
Quantum Gold Savings Fund,Quantum Mutual Fund,OTHERS,GOLD PLAN,0.09,Quantum Mutual Fund
Quantum Liquid Fund,Quantum Mutual Fund,DEBT,Liquid Fund,0.07,Quantum Mutual Fund
Quantum Multi Asset Active FoF,Quantum Mutual Fund,HYBRID,Multi Asset Allocation,0.22,Quantum Mutual Fund
Quantum Multi Asset Allocation Fund,Quantum Mutual Fund,HYBRID,Multi Asset Allocation,0.83,Quantum Mutual Fund
Quantum Nifty 50 ETF FoF,Quantum Mutual Fund,EQUITY,FOF Domestic Equity,0.07,Quantum Mutual Fund
Quantum Small Cap Fund,Quantum Mutual Fund,EQUITY,Small Cap Fund,0.92,Quantum Mutual Fund
Quantum Value Fund,Quantum Mutual Fund,EQUITY,Value Fund,0.58,Quantum Mutual Fund
SBI Arbitrage Opportunities Fund,SBI Mutual Fund,DEBT,Arbitrage Fund,0.51,SBI Mutual Fund
SBI Automotive Opportunities Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.96,SBI Mutual Fund
SBI BSE PSU BANK INDEX FUND,SBI Mutual Fund,EQUITY,Index / ETF,0.33,SBI Mutual Fund
SBI BSE Sensex Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.14,SBI Mutual Fund
SBI Balanced Advantage Fund,SBI Mutual Fund,HYBRID,Balanced Advantage Fund,0.84,SBI Mutual Fund
SBI Banking & Financial Services Fund,SBI Mutual Fund,EQUITY,Sectoral Fund,0.85,SBI Mutual Fund
SBI Banking and PSU Fund,SBI Mutual Fund,DEBT,Banking and PSU Debt Fund,0.37,SBI Mutual Fund
SBI CPSE Bond Plus SDL Sep 2026 50-50 Index Fund,SBI Mutual Fund,DEBT,Medium to Long Duration Fund,0.13,SBI Mutual Fund
SBI CRISIL IBX Gilt Index - April 2029 Fund,SBI Mutual Fund,DEBT,Medium to Long Duration Fund,0.19,SBI Mutual Fund
SBI CRISIL IBX Gilt Index - June 2036 Fund,SBI Mutual Fund,DEBT,Medium to Long Duration Fund,0.21,SBI Mutual Fund
SBI CRISIL IBX SDL Index - September 2027 Fund,SBI Mutual Fund,DEBT,Medium to Long Duration Fund,0.15,SBI Mutual Fund
SBI Childerns Fund - Saving Plan,SBI Mutual Fund,DEBT,Conservative Hybrid Fund,0.47,SBI Mutual Fund
SBI Childrens Fund - Investment Plan,SBI Mutual Fund,HYBRID,Aggressive Hybrid Fund,0.73,SBI Mutual Fund
SBI Comma Fund,SBI Mutual Fund,EQUITY,Thematic Fund,1.43,SBI Mutual Fund
SBI Conservative Hybrid Fund,SBI Mutual Fund,DEBT,Conservative Hybrid Fund,0.66,SBI Mutual Fund
SBI Constant Maturity 10-Year Gilt Fund,SBI Mutual Fund,DEBT,Gilt Fund with 10 year constant duration,0.27,SBI Mutual Fund
SBI Consumption Opportunities Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.93,SBI Mutual Fund
SBI Corporate Bond Fund,SBI Mutual Fund,DEBT,Corporate Bond Fund,0.37,SBI Mutual Fund
SBI Credit Risk Fund,SBI Mutual Fund,DEBT,Credit Risk Fund,0.9,SBI Mutual Fund
SBI Dynamic Asset Allocation Active FoF,SBI Mutual Fund,HYBRID,FOF Domestic Hybrid,0.96,SBI Mutual Fund
SBI Dynamic Bond Fund,SBI Mutual Fund,DEBT,Dynamic Bond Fund,0.66,SBI Mutual Fund
SBI ELSS Tax Saver Fund,SBI Mutual Fund,EQUITY,ELSS,0.73,SBI Mutual Fund
SBI ESG Exclusionary Strategy Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.94,SBI Mutual Fund
SBI Energy Opportunities Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.96,SBI Mutual Fund
SBI Equity Hybrid Fund,SBI Mutual Fund,HYBRID,Aggressive Hybrid Fund,0.66,SBI Mutual Fund
SBI Equity Minimum Variance Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.44,SBI Mutual Fund
SBI Equity Savings Fund,SBI Mutual Fund,HYBRID,Equity Savings Fund,0.73,SBI Mutual Fund
SBI Flexicap Fund,SBI Mutual Fund,EQUITY,Flexi Cap Fund,0.83,SBI Mutual Fund
SBI Floating Rate Debt Fund,SBI Mutual Fund,DEBT,Floater Fund,0.14,SBI Mutual Fund
SBI Focused Fund,SBI Mutual Fund,EQUITY,Focused Fund,0.77,SBI Mutual Fund
SBI Gilt Fund,SBI Mutual Fund,DEBT,Gilt Fund,0.53,SBI Mutual Fund
SBI Gold Fund,SBI Mutual Fund,OTHERS,GOLD PLAN,0.15,SBI Mutual Fund
SBI Healthcare Opportunities Fund,SBI Mutual Fund,EQUITY,Sectoral Fund,0.96,SBI Mutual Fund
SBI Income Plus Arbitrage Active FoF,SBI Mutual Fund,DEBT,FOF Domestic Debt,0.08,SBI Mutual Fund
SBI Infrastructure Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.9,SBI Mutual Fund
SBI Innovative Opportunities Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.97,SBI Mutual Fund
SBI Large & Mid Fund,SBI Mutual Fund,EQUITY,Large and Mid Cap Fu,0.71,SBI Mutual Fund
SBI Large Cap Fund,SBI Mutual Fund,EQUITY,Large Cap Fund,0.73,SBI Mutual Fund
SBI Liquid Fund,SBI Mutual Fund,DEBT,Liquid Fund,0.12,SBI Mutual Fund
SBI Long Duration Fund,SBI Mutual Fund,DEBT,Long Duration Fund,0.32,SBI Mutual Fund
SBI Low Duration Fund,SBI Mutual Fund,DEBT,Low Duration Fund,0.51,SBI Mutual Fund
SBI MNC Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.9,SBI Mutual Fund
SBI Medium Duration Fund,SBI Mutual Fund,DEBT,Medium Duration Fund,0.57,SBI Mutual Fund
SBI Medium to Long Duration Fund,SBI Mutual Fund,DEBT,Medium to Long Duration Fund,0.86,SBI Mutual Fund
SBI Midcap Fund,SBI Mutual Fund,EQUITY,Mid Cap Fund,0.8,SBI Mutual Fund
SBI Multi Asset Allocation Fund,SBI Mutual Fund,HYBRID,Multi Asset Allocation,0.6,SBI Mutual Fund
SBI Multi Cap Fund,SBI Mutual Fund,EQUITY,Multi Cap Fund,0.86,SBI Mutual Fund
SBI Nifty 500 Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.34,SBI Mutual Fund
SBI Nifty IT Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.34,SBI Mutual Fund
SBI Nifty Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.15,SBI Mutual Fund
SBI Nifty India Consumption Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.4,SBI Mutual Fund
SBI Nifty Midcap 150 Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.37,SBI Mutual Fund
SBI Nifty Next 50 Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.32,SBI Mutual Fund
SBI Nifty Smallcap 250 Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.37,SBI Mutual Fund
SBI Nifty bank Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.28,SBI Mutual Fund
SBI Nifty100 Low Volatility 30 Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.32,SBI Mutual Fund
SBI Nifty200 Momentum 30 Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.34,SBI Mutual Fund
SBI Nifty200 Quality 30 Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.33,SBI Mutual Fund
SBI Nifty50 Equal Weight Index Fund,SBI Mutual Fund,EQUITY,Index / ETF,0.41,SBI Mutual Fund
SBI Overnight Fund,SBI Mutual Fund,DEBT,Overnight Fund,0.05,SBI Mutual Fund
SBI PSU Fund,SBI Mutual Fund,EQUITY,Thematic Fund,0.8,SBI Mutual Fund
SBI Quant Fund,SBI Mutual Fund,EQUITY,Thematic Fund,1.05,SBI Mutual Fund
SBI Retirement Benefit Fund Aggressive Hybrid Plan,SBI Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.12,SBI Mutual Fund
SBI Retirement Benefit Fund Aggressive Plan,SBI Mutual Fund,EQUITY,Multi Cap Fund,0.9,SBI Mutual Fund
SBI Retirement Benefit Fund Conservative Hybrid Plan,SBI Mutual Fund,DEBT,Conservative Hybrid Fund,0.72,SBI Mutual Fund
SBI Retirement Benefit Fund Conservative Plan,SBI Mutual Fund,DEBT,Conservative Hybrid Fund,0.59,SBI Mutual Fund
SBI Savings Fund,SBI Mutual Fund,DEBT,Money Market Fund,0.32,SBI Mutual Fund
SBI Short Term Debt Fund,SBI Mutual Fund,DEBT,Short Duration Fund,0.39,SBI Mutual Fund
SBI Silver ETF FoF,SBI Mutual Fund,OTHERS,Silver Plan,0.32,SBI Mutual Fund
SBI Small Cap Fund,SBI Mutual Fund,EQUITY,Small Cap Fund,0.73,SBI Mutual Fund
SBI Technology Opportunities Fund,SBI Mutual Fund,EQUITY,Sectoral Fund,0.83,SBI Mutual Fund
SBI US SPECIFIC EQUITY ACTIVE FOF,SBI Mutual Fund,EQUITY,FOF Overseas,0.85,SBI Mutual Fund
SBI Ultra Short Duration Fund,SBI Mutual Fund,DEBT,Ultra Short Duration Fund,0.25,SBI Mutual Fund
Samco Active Momentum Fund,Samco Mutual Fund,EQUITY,Thematic Fund,0.99,Samco Mutual Fund
Samco Arbitrage Fund,Samco Mutual Fund,DEBT,Arbitrage Fund,1.05,Samco Mutual Fund
Samco Dynamic Asset Allocation Fund,Samco Mutual Fund,HYBRID,Dynamic Asset Allocation,0.85,Samco Mutual Fund
Samco ELSS Tax Saver Fund,Samco Mutual Fund,EQUITY,ELSS,0.99,Samco Mutual Fund
Samco Flexi Cap Fund,Samco Mutual Fund,EQUITY,Flexi Cap Fund,0.99,Samco Mutual Fund
Samco Large & Mid Cap Fund,Samco Mutual Fund,EQUITY,Large and Mid Cap Fu,0.99,Samco Mutual Fund
Samco Large Cap Fund,Samco Mutual Fund,EQUITY,Large Cap Fund,0.99,Samco Mutual Fund
Samco Mid Cap Fund,Samco Mutual Fund,EQUITY,Mid Cap Fund,0.99,Samco Mutual Fund
Samco Multi Asset Allocation Fund,Samco Mutual Fund,HYBRID,Multi Asset Allocation,0.85,Samco Mutual Fund
Samco Multi Cap Fund,Samco Mutual Fund,EQUITY,Multi Cap Fund,0.99,Samco Mutual Fund
Samco Overnight Fund,Samco Mutual Fund,DEBT,Overnight Fund,0.14,Samco Mutual Fund
Samco Small Cap Fund,Samco Mutual Fund,EQUITY,Small Cap Fund,0.99,Samco Mutual Fund
Samco Special Opportunities Fund,Samco Mutual Fund,EQUITY,Thematic Fund,0.99,Samco Mutual Fund
Shriram Aggressive Hybrid Fund,Shriram Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.58,Shriram Mutual Fund
Shriram Balanced Advantage Fund,Shriram Mutual Fund,HYBRID,Balanced Advantage Fund,1.58,Shriram Mutual Fund
Shriram ELSS Tax Saver Fund,Shriram Mutual Fund,EQUITY,ELSS,1.55,Shriram Mutual Fund
Shriram Flexi Cap Fund,Shriram Mutual Fund,EQUITY,Flexi Cap Fund,1.58,Shriram Mutual Fund
Shriram Liquid Fund,Shriram Mutual Fund,DEBT,Liquid Fund,0.06,Shriram Mutual Fund
Shriram Money Market Fund,Shriram Mutual Fund,DEBT,Money Market Fund,0.17,Shriram Mutual Fund
Shriram Multi Asset Allocation Fund,Shriram Mutual Fund,HYBRID,Multi Asset Allocation,1.38,Shriram Mutual Fund
Shriram Multi Sector Rotation Fund,Shriram Mutual Fund,EQUITY,Thematic Fund,1.58,Shriram Mutual Fund
Shriram Overnight Fund,Shriram Mutual Fund,DEBT,Overnight Fund,0.04,Shriram Mutual Fund
Sundaram Aggressive Hybrid Fund,Sundaram Mutual Fund,HYBRID,Aggressive Hybrid Fund,0.6,Sundaram Mutual Fund
Sundaram Arbitrage Fund,Sundaram Mutual Fund,DEBT,Arbitrage Fund,0.5,Sundaram Mutual Fund
Sundaram Balanced Advantage Fund,Sundaram Mutual Fund,HYBRID,Balanced Advantage Fund,0.8,Sundaram Mutual Fund
Sundaram Banking & PSU Fund,Sundaram Mutual Fund,DEBT,Banking and PSU Debt Fund,0.06,Sundaram Mutual Fund
Sundaram Business Cycle Fund,Sundaram Mutual Fund,EQUITY,Thematic Fund,0.8,Sundaram Mutual Fund
Sundaram Conservative Hybrid Fund,Sundaram Mutual Fund,DEBT,Conservative Hybrid Fund,0.46,Sundaram Mutual Fund
Sundaram Consumption Fund,Sundaram Mutual Fund,EQUITY,Thematic Fund,0.67,Sundaram Mutual Fund
Sundaram Corporate Bond Fund,Sundaram Mutual Fund,DEBT,Corporate Bond Fund,0.11,Sundaram Mutual Fund
Sundaram ELSS Tax Saver Fund,Sundaram Mutual Fund,EQUITY,ELSS,0.93,Sundaram Mutual Fund
Sundaram Equity Savings Fund,Sundaram Mutual Fund,HYBRID,Equity Savings Fund,0.77,Sundaram Mutual Fund
Sundaram Financial Services Opportunities Fund,Sundaram Mutual Fund,EQUITY,Sectoral Fund,0.8,Sundaram Mutual Fund
Sundaram Flexi Cap Fund,Sundaram Mutual Fund,EQUITY,Flexi Cap Fund,0.7,Sundaram Mutual Fund
Sundaram Focused Fund,Sundaram Mutual Fund,EQUITY,Focused Fund,0.8,Sundaram Mutual Fund
Sundaram Global Brand Theme - Equity Active FOF,Sundaram Mutual Fund,EQUITY,FOF Overseas,0.59,Sundaram Mutual Fund
Sundaram Income Plus Arbitrage Active FoF,Sundaram Mutual Fund,DEBT,FOF Domestic Debt,0.21,Sundaram Mutual Fund
Sundaram Infrastructure Advantage Fund,Sundaram Mutual Fund,EQUITY,Thematic Fund,0.8,Sundaram Mutual Fund
Sundaram Large & Midcap Fund,Sundaram Mutual Fund,EQUITY,Large and Mid Cap Fu,0.6,Sundaram Mutual Fund
Sundaram Large Cap Fund,Sundaram Mutual Fund,EQUITY,Large Cap Fund,0.7,Sundaram Mutual Fund
Sundaram Liquid Fund,Sundaram Mutual Fund,DEBT,Liquid Fund,0.02,Sundaram Mutual Fund
Sundaram Low Duration Fund,Sundaram Mutual Fund,DEBT,Low Duration Fund,0.28,Sundaram Mutual Fund
Sundaram Medium duration Fund,Sundaram Mutual Fund,DEBT,Medium Duration Fund,0.7,Sundaram Mutual Fund
Sundaram Mid Cap Fund,Sundaram Mutual Fund,EQUITY,Mid Cap Fund,0.58,Sundaram Mutual Fund
Sundaram Money Market Fund,Sundaram Mutual Fund,DEBT,Money Market Fund,0.04,Sundaram Mutual Fund
Sundaram Multi Asset Allocation Fund,Sundaram Mutual Fund,HYBRID,Multi Asset Allocation,0.7,Sundaram Mutual Fund
Sundaram Multi Cap Fund,Sundaram Mutual Fund,EQUITY,Multi Cap Fund,0.7,Sundaram Mutual Fund
Sundaram Multi-Factor Fund,Sundaram Mutual Fund,EQUITY,Thematic Fund,0.8,Sundaram Mutual Fund
Sundaram NIFTY 100 Equal Weight Fund,Sundaram Mutual Fund,EQUITY,Index / ETF,0.46,Sundaram Mutual Fund
Sundaram Overnight Fund,Sundaram Mutual Fund,DEBT,Overnight Fund,0.07,Sundaram Mutual Fund
Sundaram Services Fund,Sundaram Mutual Fund,EQUITY,Thematic Fund,0.7,Sundaram Mutual Fund
Sundaram Short Duration Fund,Sundaram Mutual Fund,DEBT,Short Duration Fund,0.35,Sundaram Mutual Fund
Sundaram Small Cap Fund,Sundaram Mutual Fund,EQUITY,Small Cap Fund,0.7,Sundaram Mutual Fund
Sundaram Ultra Short Duration Fund,Sundaram Mutual Fund,DEBT,Ultra Short Duration Fund,0.28,Sundaram Mutual Fund
Sundaram Value Fund,Sundaram Mutual Fund,EQUITY,Value Fund,0.8,Sundaram Mutual Fund
TATA Mid Cap Fund,TATA Mutual Fund,EQUITY,Mid Cap Fund,1.1,TATA Mutual Fund
TATA Multi Asset Allocation Fund,TATA Mutual Fund,HYBRID,Multi Asset Allocation,1.0,TATA Mutual Fund
TATA Nifty SDL Plus AAA PSU Bond Dec 2027 60-40 Index Fund,TATA Mutual Fund,DEBT,Medium to Long Duration Fund,0.2,TATA Mutual Fund
TRUST MF Banking & PSU Fund,TRUST Mutual Fund,DEBT,Banking and PSU Debt Fund,0.38,TRUST Mutual Fund
TRUST MF Overnight Fund,TRUST Mutual Fund,DEBT,Overnight Fund,0.04,TRUST Mutual Fund
TRUST Multicap Fund,TRUST Mutual Fund,EQUITY,Multi Cap Fund,1.64,TRUST Mutual Fund
TRUSTMF Arbitrage Fund,TRUST Mutual Fund,DEBT,Arbitrage Fund,0.61,TRUST Mutual Fund
TRUSTMF Corporate Bond Fund,TRUST Mutual Fund,DEBT,Corporate Bond Fund,0.34,TRUST Mutual Fund
TRUSTMF Flexi Cap Fund,TRUST Mutual Fund,EQUITY,Flexi Cap Fund,1.45,TRUST Mutual Fund
TRUSTMF Money Market Fund,TRUST Mutual Fund,DEBT,Money Market Fund,0.24,TRUST Mutual Fund
TRUSTMF Small Cap Fund,TRUST Mutual Fund,EQUITY,Small Cap Fund,1.5,TRUST Mutual Fund
Tata Aggressive Hybrid Fund,TATA Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.12,TATA Mutual Fund
Tata Arbitrage Fund,TATA Mutual Fund,DEBT,Arbitrage Fund,0.64,TATA Mutual Fund
Tata BSE Multicap Consumption 50-30-20 Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata BSE Quality Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata BSE Select Business Groups Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata BSE Sensex Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.26,TATA Mutual Fund
Tata Balanced Advantage Fund,TATA Mutual Fund,HYBRID,Balanced Advantage Fund,0.92,TATA Mutual Fund
Tata Banking & Financial Services Fund,TATA Mutual Fund,EQUITY,Sectoral Fund,1.16,TATA Mutual Fund
Tata Business Cycle Fund,TATA Mutual Fund,EQUITY,Thematic Fund,1.17,TATA Mutual Fund
Tata CRISIL IBX Gilt Index - April 2026 Index Fund,TATA Mutual Fund,DEBT,Medium to Long Duration Fund,0.2,TATA Mutual Fund
Tata Childrens Fund,TATA Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.64,TATA Mutual Fund
Tata Corporate Bond Fund,TATA Mutual Fund,DEBT,Corporate Bond Fund,0.4,TATA Mutual Fund
Tata Digital India Fund,TATA Mutual Fund,EQUITY,Sectoral Fund,0.93,TATA Mutual Fund
Tata ELSS Fund,TATA Mutual Fund,EQUITY,ELSS,0.96,TATA Mutual Fund
Tata Equity Savings Fund,TATA Mutual Fund,HYBRID,Equity Savings Fund,0.47,TATA Mutual Fund
Tata Ethical Fund,TATA Mutual Fund,EQUITY,Thematic Fund,1.11,TATA Mutual Fund
Tata Flexi Cap Fund,TATA Mutual Fund,EQUITY,Flexi Cap Fund,1.18,TATA Mutual Fund
Tata Floating Rate Fund,TATA Mutual Fund,DEBT,Floater Fund,0.28,TATA Mutual Fund
Tata Focused Fund,TATA Mutual Fund,EQUITY,Focused Fund,1.3,TATA Mutual Fund
Tata Gilt Securities Fund,TATA Mutual Fund,DEBT,Gilt Fund,0.55,TATA Mutual Fund
Tata Gold ETF FoF,TATA Mutual Fund,OTHERS,GOLD PLAN,0.27,TATA Mutual Fund
Tata Housing Opportunities Fund,TATA Mutual Fund,EQUITY,Thematic Fund,1.62,TATA Mutual Fund
Tata Income Plus Arbitrage Active FOF,TATA Mutual Fund,DEBT,FOF Domestic Debt,0.32,TATA Mutual Fund
Tata India Consumer Fund,TATA Mutual Fund,EQUITY,Thematic Fund,1.23,TATA Mutual Fund
Tata India Innovation Fund,TATA Mutual Fund,EQUITY,Thematic Fund,1.3,TATA Mutual Fund
Tata India Pharma & Healthcare Fund,TATA Mutual Fund,EQUITY,Sectoral Fund,1.37,TATA Mutual Fund
Tata Infrastructure Fund,TATA Mutual Fund,EQUITY,Thematic Fund,1.24,TATA Mutual Fund
Tata Large & Mid Cap Fund,TATA Mutual Fund,EQUITY,Large and Mid Cap Fu,0.93,TATA Mutual Fund
Tata Large Cap Fund,TATA Mutual Fund,EQUITY,Large Cap Fund,1.2,TATA Mutual Fund
Tata Liquid Fund,TATA Mutual Fund,DEBT,Liquid Fund,0.08,TATA Mutual Fund
Tata Money Market Fund,TATA Mutual Fund,DEBT,Money Market Fund,0.2,TATA Mutual Fund
Tata Multicap Fund,TATA Mutual Fund,EQUITY,Multi Cap Fund,1.09,TATA Mutual Fund
Tata Nifty 200 Alpha 30 Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata Nifty 50 Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.26,TATA Mutual Fund
Tata Nifty Auto Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.47,TATA Mutual Fund
Tata Nifty Capital Markets Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata Nifty Financial Services Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.47,TATA Mutual Fund
Tata Nifty G-Sec Dec 2026 Index Fund,TATA Mutual Fund,DEBT,Gilt Fund,0.24,TATA Mutual Fund
Tata Nifty G-Sec Dec 2029 Index Fund,TATA Mutual Fund,DEBT,Gilt Fund,0.24,TATA Mutual Fund
Tata Nifty India Digital ETF FoF,TATA Mutual Fund,EQUITY,FOF Domestic Equity,0.26,TATA Mutual Fund
Tata Nifty India Tourism Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata Nifty MidSmall Healthcare Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.47,TATA Mutual Fund
Tata Nifty Midcap 150 Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata Nifty Midcap 150 Momentum 50 Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata Nifty Next 50 Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.45,TATA Mutual Fund
Tata Nifty Realty Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.47,TATA Mutual Fund
Tata Nifty500 Multicap India Manufacturing 50-30-20 Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.47,TATA Mutual Fund
Tata Nifty500 Multicap Infrastructure 50-30-20 Index Fund,TATA Mutual Fund,EQUITY,Index / ETF,0.47,TATA Mutual Fund
Tata Overnight Fund,TATA Mutual Fund,DEBT,Overnight Fund,0.06,TATA Mutual Fund
Tata Resources & Energy Fund,TATA Mutual Fund,EQUITY,Thematic Fund,1.36,TATA Mutual Fund
Tata Retirement Savings Fund - Conservative Plan,TATA Mutual Fund,DEBT,Conservative Hybrid Fund,1.26,TATA Mutual Fund
Tata Retirement Savings Fund - Moderate Plan,TATA Mutual Fund,HYBRID,Aggressive Hybrid Fund,1.25,TATA Mutual Fund
Tata Retirement Savings Fund - Progressive Plan,TATA Mutual Fund,EQUITY,Multi Cap Fund,1.26,TATA Mutual Fund
Tata Short Term Bond Fund,TATA Mutual Fund,DEBT,Short Duration Fund,0.64,TATA Mutual Fund
Tata Silver ETF FoF,TATA Mutual Fund,OTHERS,Silver Plan,0.32,TATA Mutual Fund
Tata Small Cap Fund,TATA Mutual Fund,EQUITY,Small Cap Fund,0.94,TATA Mutual Fund
Tata Treasury Advantage Fund,TATA Mutual Fund,DEBT,Low Duration Fund,0.17,TATA Mutual Fund
Tata Ultra Short Term Fund,TATA Mutual Fund,DEBT,Ultra Short Duration Fund,0.6,TATA Mutual Fund
Tata Value Fund,TATA Mutual Fund,EQUITY,Value Fund,0.96,TATA Mutual Fund
Taurus Banking And Financial Services Fund,Taurus Mutual Fund,EQUITY,Sectoral Fund,1.24,Taurus Mutual Fund
Taurus ELSS Tax Saver Fund,Taurus Mutual Fund,EQUITY,ELSS,1.24,Taurus Mutual Fund
Taurus Ethical Fund,Taurus Mutual Fund,EQUITY,Thematic Fund,1.24,Taurus Mutual Fund
Taurus Flexi Cap Fund,Taurus Mutual Fund,EQUITY,Flexi Cap Fund,0.44,Taurus Mutual Fund
Taurus Infrastructure Fund,Taurus Mutual Fund,EQUITY,Thematic Fund,1.24,Taurus Mutual Fund
Taurus Largecap Fund,Taurus Mutual Fund,EQUITY,Large Cap Fund,1.24,Taurus Mutual Fund
Taurus Midcap Fund,Taurus Mutual Fund,EQUITY,Mid Cap Fund,1.24,Taurus Mutual Fund
Taurus Nifty 50 Index Fund,Taurus Mutual Fund,EQUITY,Index / ETF,0.37,Taurus Mutual Fund
Templeton India Value Fund,Franklin Templeton Mutual Fund,EQUITY,Value Fund,1.29,Franklin Templeton Mutual Fund
The Wealth Company Arbitrage Fund,The Wealth Company Mutual Fund,DEBT,Arbitrage Fund,0.41,The Wealth Company Mutual Fund
The Wealth Company Ethical Fund,The Wealth Company Mutual Fund,EQUITY,Thematic Fund,0.92,The Wealth Company Mutual Fund
The Wealth Company Flexi Cap Fund,The Wealth Company Mutual Fund,EQUITY,Flexi Cap Fund,1.52,The Wealth Company Mutual Fund
The Wealth Company Gold ETF FOF,The Wealth Company Mutual Fund,OTHERS,GOLD PLAN,0.31,The Wealth Company Mutual Fund
The Wealth Company Liquid Fund,The Wealth Company Mutual Fund,DEBT,Liquid Fund,0.09,The Wealth Company Mutual Fund
The Wealth Company Multi Asset Allocation Fund,The Wealth Company Mutual Fund,HYBRID,Multi Asset Allocation,1.04,The Wealth Company Mutual Fund
Titanium Hybrid Long Short Fund,Titanium SIF,HYBRID,Hybrid Long-Short Fund,1.4,Titanium SIF
Trust MF Liquid Fund,TRUST Mutual Fund,DEBT,Liquid Fund,0.12,TRUST Mutual Fund
Trust MF Short Duration Fund,TRUST Mutual Fund,DEBT,Short Duration Fund,0.38,TRUST Mutual Fund
